Department,Module Code , Title,Credits,
Psychology,PS4012 , HUMAN DEVELOPMENT AND THE LIFE SPAN 1,6,
Psychology,PS4021 , PSYCHOLOGY: THEORY AND METHOD 1,6,
Psychology,PS4022 , PSYCHOLOGY OF THE PERSONALITY,6,
Psychology,PS4023 , HUMAN DEVELOPMENT AND THE LIFESPAN 2,6,
Psychology,PS4027 , APPLIED PSYCHOLOGY,6,
Psychology,PS4031 , PSYCHOLOGY AND EVERYDAY LIFE,6,
Psychology,PS4032 , PSYCHOLOGY AND SOCIAL ISSUES,6,
Psychology,PS4033 , RESEARCH METHODS,6,
Psychology,PS4034 , EMPIRICAL PSYCHOLOGY 2,6,
Psychology,PS4035 , BIOLOGICAL BASIS OF HUMAN BEHAVIOUR,6,
Psychology,PS4037 , COGNITION 1,6,
Psychology,PS4041 , PRACTICAL PSYCHOLOGY 1,6,
Psychology,PS4042 , PSYCHOLOGY: THEORY AND METHOD 2,6,
Psychology,PS4043 , EMPIRICAL PSYCHOLOGY 1,6,
Psychology,PS4045 , ADVANCED RESEARCH METHODS,6,
Psychology,PS4047 , SOCIAL PSYCHOLOGY 2,6,
Psychology,PS4052 , PRACTICAL PSYCHOLOGY 2,6,
Psychology,PS4057 , PSYCHOLOGICAL DISORDERS,6,
Psychology,PS4062 , INTRODUCTION TO PSYCHOLOGY APPLIED TO NURSING AND MIDWIFERY,6,
Psychology,PS4067 , PERSONALITY 2,6,
Psychology,PS4087 , POLITICAL PSYCHOLOGY,6,
Psychology,PS4097 , DEVELOPMENTAL PSYCHOPATHOLOGY,6,
Psychology,PS4098 , COGNITION 2,6,
Psychology,PS4107 , ABNORMAL AND CLINICAL PSYCHOLOGY,6,
Psychology,PS4108 , APPROACHES TO SOCIAL IDENTITY,6,
Psychology,PS4138 , HEALTH PSYCHOLOGY,6,
Psychology,PS4158 , PSYCHOLOGY AND GENDER,6,
Psychology,PS4168 , ECONOMIC PSYCHOLOGY,6,
Psychology,PS4188 , EDUCATIONAL NEUROSCIENCE,6,
Psychology,PS4197 , PSYCHOLOGY FINAL YEAR PROJECT 1 ARTS AND SOCIAL SCIENCES,6,
Psychology,PS4198 , PSYCHOLOGY FINAL YEAR PROJECT 2 ARTS AND SOCIAL SCIENCES,6,
Psychology,PS4407 , FINAL YEAR PROJECT 1 (PSYCHOLOGY AND SOCIOLOGY),6,
Psychology,PS4408 , FINAL YEAR PROJECT 2 (PSYCHOLOGY AND SOCIOLOGY),12,
Psychology,PS4901 , EMPIRICAL PSYCHOLOGY,6,
Psychology,PS4907 , FINAL YEAR PROJECT 1 (PSYCHOLOGY),6,
Psychology,PS4908 , FINAL YEAR PROJECT 2 (PSYCHOLOGY),12,
Psychology,PS6003 , MAJOR RESEARCH PROJECT (PSYCHOLOGICAL SCIENCE),30,
Psychology,PS6013 , Global Minds Summer School,6,
Psychology,PS6014 , INTERCULTURAL COMPETENCE: KNOWLEDGE AND SKILLS,12,
Psychology,PS6022 , ADVANCED EMPIRICAL PSYCHOLOGY,6,
Psychology,PS6023 , Global Minds Praxis,18,
Psychology,PS6032 , ADVANCED ANALYSIS IN PSYCHOLOGY 2,6,
Psychology,PS6033 , Major Research Project 1 Global Minds (MRP1,12,
Psychology,PS6034 , Major Research Project 2 Global Minds (MRPS,15,
Psychology,PS6035 , Major Research Project 3 Global Minds (MRP3,15,
Psychology,PS6041 , ADVANCED RESEARCH DESIGNS IN PSYCHOLOGY,6,
Psychology,PS6042 , QUALITATIVE RESEARCH IN METHODS IN PSYCHOLOGY,6,
Psychology,PS6051 , ADVANCED ANALYSIS IN PSYCHOLOGY 1,6,
Psychology,PS6052 , PROFESSIONAL SKILLS IN PSYCHOLOGY 2,6,
Psychology,PS6061 , PROFESSIONAL SKILLS IN PSYCHOLOGY 1,6,
Psychology,PS6062 , ADVANCED PERSPECTIVES IN SOCIAL IDENTITY RESEARCH,6,
Psychology,PS6071 , SOCIAL INFLUENCE AND ATTITUDE CHANGE,6,
Psychology,PS6072 , COMMUNITY PSYCHOLOGY,6,
Psychology,PS6081 , PROBLEM SOLVING AND DECISION MAKING,6,
Psychology,PS6082 , ADVANCED STUDIES IN POLITICAL PSYCHOLOGY,6,
Psychology,PS6091 , CLINICAL MODELS OF PSYCHOLOGICAL DISORDERS,6,
Psychology,PS6092 , METHODS OF CLINICAL DIAGNOSIS AND INTERVENTION,6,
Psychology,PS6101 , PERSONALITY AND INDIVIDUAL DIFFERENCES,6,
Psychology,PS6102 , DEVELOPMENTAL AND LIFESPAN PSYCHOLGOY,6,
Psychology,PS6111 , BIOLOGICAL PSYCHOLOGY,6,
Psychology,PS6112 , RESEARCH METHODS IN PSYCHOLOGY,6,
Psychology,PS6121 , ADVANCES IN HEALTH PSYCHOLOGY,6,
Psychology,PS6122 , COGNITION,6,
Psychology,PS6131 , INDEPENDENT LEARNING MODULE 1,3,
Psychology,PS6132 , MIGRATION: INCLUSION AND HEALTH,6,
Psychology,PS6141 , INDEPENDENT LEARNING MODULE 2,6,
Psychology,PS6151 , ADVANCED RESEARCH DESIGN IN PSYCHOLOGY ,6,
Psychology,PS6152 , ADVANCED ANALYSIS 2 ,6,
Psychology,PS6161 , ADVANCED ANALYSIS IN PSYCHOLOGY 1 ,6,
Psychology,PS6162 , QUALITATIVE RESEARCH IN METHODS IN PSYCHOLOGY ,6,
Psychology,PS6171 , SOCIAL INFLUENCE AND ATTITUDE CHANGE ,6,
Psychology,PS6172 , ADVANCED PERSPECTIVES IN SOCIAL IDENTITY RESEARCH ,6,
Psychology,PS6181 , PROBLEM SOLVING AND DECISION MAKING ,6,
Psychology,PS6182 , COMMUNITY PSYCHOLOGY ,6,
Psychology,PS6191 , PROFESSIONAL SKILLS 1 ,6,
Psychology,PS6192 , MIGRATION: INCLUSION AND HEALTH ,6,
Psychology,PS8001 , ADVANCES IN SOCIAL COGNITION,6,
Psychology,PS8011 , MOTIVATION AND THE SELF,6,
Psychology,PS8021 , COGNITIVE AND MOTIVATIONAL APPROACHES TO EMOTION,6,
Psychology,PX6131 , CULTURAL PSYCHOLOGY (ISCTE,6,
Psychology,PX6141 ," STEREOTYPING, PREJUDICE, AND DISCRIMINATION: ADVANCED TOPICS  (ISCTE",6,
Psychology,PX6142 , PROMOTING CHANGE THROUGH SOCIAL PSYCHOLOGY (UiO),12,
Psychology,PX6151 , PSYCHOLOGY OF INTERCULTURAL CONTACT AND COMMUNICATION (ISCTE,6,
Psychology,PX6152 ," HUMAN RIGHTS, DEMOCRACY AND RECONSTRUCTION AFTER CONFLICT (UiO)",6,
Psychology,PX6161 , DIVERSITY AT WORK (ISCTE,6,
Psychology,PX6162 , CURRENT TOPICS IN SOCIAL PSYCHOLOGY (UiO),6,
Psychology,PX6171 , DIVERSITY AND INTERCULTURAL RELATIONS IN THE SCHOOL CONTEXT (ISCTE,6,
Psychology,PX6172 , SOCIAL INEQUALITY IN THE 21ST CENTURY: EGALITARIAN NORWAY IN COMPARATIVE PERSPECTIVE (UiO),12,
Psychology,PX6181 , ADVANCED QUANTITATIVE DATA ANALYSIS (ISCTE,6,
Psychology,PX6182 , JUDGMENT AND DECISION MAKING AND SOCIAL COGNITION (UiO),6,
Psychology,PX6191 , QUALITATIVE DATA ANALYSIS IN PSYCHOLOGY (ISCTE,6,
Psychology,PX6192 , APPLIED QUANTITATIVE METHODS (UiO),6,
Psychology,PX6201 , DYNAMICAL SOCIAL PSYCHOLOGY (SWPS),6,
Psychology,PX6202 , APPLIED QUALITATIVE METHODS (UiO),6,
Psychology,PX6211 , PSYCHOLOGY OF ACCULTURATION AND ECONOMIC MIGRATION (SWPS),6,
Psychology,PX6221 , CULTURAL DETERMINANTS OF HUMAN BEHAVIOR AND CROSS CULTURAL DIAGNOSIS (SWPS),6,
Psychology,PX6231 , STATISTICS AND METHODOLOGY IN CROSS,6,
Psychology,PX6241 , INTERCULTURAL COMPETENCE TRAINING (SWPS),6,
Psychology,PX6251 , DOING BUSINESS IN THE EAST AND IN THE WEST (SWPS),3,
Psychology,PX6261 , ETHNIC CONFLICT & RECONCILIATION (SWPS),3,
School of Allied Health,BR4071 , BROADENING: EXPLORING THE BRAIN AND UNDERSTANDING BEHAVIOUR,6,
School of Allied Health,CT3001 , COMMUNICATION AND LIFESKILLS,12,
School of Allied Health,CT4001 , ENQUIRY IN HEALTHCARE 1,6,
School of Allied Health,CT4002 , ENQUIRY IN HEALTH CARE 2,6,
School of Allied Health,CT4007 , ALLIED HEALTH RESEARCH PROJECT 1,9,
School of Allied Health,CT4008 , ALLIED HEALTH RESEARCH PROJECT 2,6,
School of Allied Health,CT4011 , PREPARATION FOR PRACTICE EDUCATION (PPP1),3,
School of Allied Health,CT4012 , INNOVATION IN MANAGEMENT FOR HEALTH AND SOCIAL CARE (PPP3),6,
School of Allied Health,CT4014 , ENGAGING THROUGH COMPLEXITY (PPP2),6,
School of Allied Health,CT5001 , OTHER LEARNING 1 (CLINICAL THERAPIES),9,
School of Allied Health,CT5002 , OTHER LEARNING 3 (CLINICAL THERAPIES),9,
School of Allied Health,CT5011 , OTHER LEARNING 2 (CLINICAL THERAPIES),9,
School of Allied Health,CT5012 , OTHER LEARNING 4 (CLINICAL THERAPIES),9,
School of Allied Health,CT5021 , CONCEPTS AND CONTROVERSIES IN GLOBAL HEALTH,9,
School of Allied Health,CT5031 , RESEARCH METHODS FOR HEALTH,12,
School of Allied Health,CT5041 , OPTIMISATION OF HEALTH FOR PERFORMANCE IN IRISH DANCING 1,15,
School of Allied Health,CT5042 , OPTIMISATION OF HEALTH FOR PERFORMANCE IN IRISH DANCING 2,15,
School of Allied Health,CT6001 , DISSERTATION 1 (CLINICAL THERAPIES),15,
School of Allied Health,CT6002 , DISSERTATION 2 (CLINICAL THERAPIES),15,
School of Allied Health,CT6003 , CLINICAL NUTRITION AND DIETETICS B,6,
School of Allied Health,CT6004 , CLINICAL PLACEMENT 2,15,
School of Allied Health,CT6011 , MEETING COMPLEX NEEDS: ADVOCATING FOR CHANGE,9,
School of Allied Health,CT6013 , CLINICAL PLACEMENT 1,12,
School of Allied Health,CT6021 , ENQUIRY IN HEALTHCARE 1,6,
School of Allied Health,CT6022 , ENQUIRY IN HEALTH CARE 2,6,
School of Allied Health,CT6023 , RESEARCH PROJECT 1,9,
School of Allied Health,CT6031 , PREPARATION FOR PRACTICE EDUCATION (PPP1),3,
School of Allied Health,CT6032 , RESEARCH PROJECT 3,6,
School of Allied Health,CT6033 , CLINICAL NUTRITION AND DIETETICS C,6,
School of Allied Health,CT6041 , RESEARCH PROJECT 2,3,
School of Allied Health,CT6042 , INNOVATION IN MANAGEMENT FOR HEALTH AND SOCIAL CARE (PPP3),6,
School of Allied Health,CT6043 , COMMUNITY PLACEMENT,12,
School of Allied Health,CT6051 , FOOD AND NUTRITION THROUGHOUT LIFE,6,
School of Allied Health,CT6052 , ENGAGING THROUGH COMPLEXITY (PPP2),6,
School of Allied Health,CT6053 , PUBLIC HEALTH AND COMMUNITY NUTRITION,6,
School of Allied Health,CT6061 , DIETETIC ASSESSMENT AND PRACTICE,6,
School of Allied Health,CT6062 , FOOD SERVICE THEORY AND PRACTICE,6,
School of Allied Health,CT6063 , COMMUNITY LED PLACEMENT ,12,
School of Allied Health,CT6071 , NUTRITION COMMUNICATION AND EDUCATION,6,
School of Allied Health,CT6072 , MEDICAL NUTRITION THERAPY,6,
School of Allied Health,CT6082 , CLINICAL NUTRITION AND DIETETICS A,6,
School of Allied Health,CT6102 , APPLIED BEHAVIOUR CHANGE,9,
School of Allied Health,CT6112 , INNOVATION IN HEALTH & SOCIAL CARE,9,
School of Allied Health,OT4001 , PHYSIOLOGY OF HUMAN PERFORMANCE 1,6,
School of Allied Health,OT4002 , ANATOMY OF HUMAN PERFORMANCE 2,9,
School of Allied Health,OT4003 , PHYSIOLOGY OF HUMAN PERFORMANCE 2,6,
School of Allied Health,OT4004 , PRACTICE EDUCATION 1,6,
School of Allied Health,OT4005 , PRACTICE EDUCATION 3,18,
School of Allied Health,OT4006 , THERAPEUTIC STRATEGIES AND APPROACHES IN OCCUPATIONAL THERAPY,12,
School of Allied Health,OT4007 , OCCUPATION IN CONTEXT,3,
School of Allied Health,OT4008 , PRACTICE EDUCATION 4,18,
School of Allied Health,OT4011 , ANATOMY OF HUMAN PERFORMANCE 1,6,
School of Allied Health,OT4012 , OCCUPATIONAL THERAPY WITH CHILDREN AND FAMILIES,9,
School of Allied Health,OT4013 , OCCUPATIONAL THERAPY FOR PEOPLE LIVING WITH MUSCULOSKELETAL DISORDERS,3,
School of Allied Health,OT4014 , PERSON OCCUPATION ENVIRONMENT 1,18,
School of Allied Health,OT4015 , PERSON OCCUPATION ENVIRONMENT 2,12,
School of Allied Health,OT4016 , COMMUNITY ENGAGEMENT AND SERVICE LEARNING IN OCCUPATIONAL THERAPY,6,
School of Allied Health,OT4017 , OCCUPATIONAL THERAPY FOR OLDER ADULTS AND PEOPLE LIVING WITH CHRONIC CONDITIONS,12,
School of Allied Health,OT4021 , SCIENCE OF OCCUPATION,6,
School of Allied Health,OT4022 , EVIDENCE BASED PRACTICE IN OCCUPATIONAL THERAPY,6,
School of Allied Health,OT4023 , OCCUPATIONAL THERAPY APPROACHES TO PROBLEMS IN HUMAN PERFORMANCE,9,
School of Allied Health,OT4024 , SOCIOLOGY OF HEALTH AND ILLNESS FOR OCCUPATIONAL THERAPY,6,
School of Allied Health,OT4027 , OCCUPATIONAL THERAPY AND PUBLIC HEALTH,6,
School of Allied Health,OT4031 , INTRODUCTION TO PROFESSIONAL PRACTICE,6,
School of Allied Health,OT4033 , PSYCHOLOGY OF INDIVIDUALS AND GROUPS,6,
School of Allied Health,OT4034 , PRACTICE EDUCATION 2,18,
School of Allied Health,OT4041 , OCCUPATIONAL DEVELOPMENT THROUGH THE LIFESPAN,6,
School of Allied Health,OT4044 , PRACTICE EDUCATION PORTFOLIO,12,
School of Allied Health,OT5001 , INDEPENDENT LEARNING MODULE 1,9,
School of Allied Health,OT5002 , RESEARCH METHODS FOR CLINICAL THERAPISTS,12,
School of Allied Health,OT5011 , EXERCISE AND OCCUPATION FOR HEALTH,9,
School of Allied Health,OT5012 ," AGEING, HEALTH AND SOCIETY",9,
School of Allied Health,OT5021 , THE SCIENCE OF OCCUPATION,9,
School of Allied Health,OT5031 , REDESIGNING LIFESTYLE,9,
School of Allied Health,OT5091 , INDEPENDENT LEARNING MODULE 2,9,
School of Allied Health,OT6000 , PRACTICE EDUCATION 2,9,
School of Allied Health,OT6002 , PERSON ,12, ENVIRONMENT 1
School of Allied Health,OT6003 , Fieldwork Practice 1,6,
School of Allied Health,OT6004 , Fieldwork Practice 2,6,
School of Allied Health,OT6005 , Fieldwork Practice 3,6,
School of Allied Health,OT6006 , Fieldwork Practice 4,15,
School of Allied Health,OT6012 , OCCUPATIONAL DEVELOPMENT THROUGH THE LIFESPAN,6,
School of Allied Health,OT6013 , Analysis and Review of Systematic Approaches in Human Performance,6,
School of Allied Health,OT6014 , Person ,6, Enviornment 1
School of Allied Health,OT6015 , Person,15, Enviornment 2
School of Allied Health,OT6016 , Person,15, Enviornment 3
School of Allied Health,OT6022 , SEMINAR IN PROFESSIONAL PACTICE ISSUES,6,
School of Allied Health,OT6023 , Occupational Development through the Lifespan,6,
School of Allied Health,OT6024 , Occupational Therapy Project 1,6,
School of Allied Health,OT6025 , Seminar in Professional Practise Issues,6,
School of Allied Health,OT6026 , Occupational Therapy Project 3,6,
School of Allied Health,OT6032 , SEMINAR IN PROFESSIONAL PRACTICE ISSUES,6,
School of Allied Health,OT6033 , Occupational Therapy Approaches to problems in human performance,6,
School of Allied Health,OT6034 , PRACTICE EDUCATION 4,15,
School of Allied Health,OT6035 , Occupational Therapy Project 2,6,
School of Allied Health,OT6041 , OCCUPATIONAL THERAPY APPROACHES TO PROBLEMS IN HUMAN PERFORMANCE,12,
School of Allied Health,OT6043 , PRACTICE EDUCATION 3,9,
School of Allied Health,OT6044 , PERSON ,15, ENVIRONMENT 3
School of Allied Health,OT6045 , Seminar in Health/Welfare Systems and Management for Therapy Professions,6,
School of Allied Health,OT6051 , SCIENCE OF OCCUPATION,6,
School of Allied Health,OT6053 , PERSON ,15, ENVIRONMENT 2
School of Allied Health,OT6054 , OCCUPATIONAL THERAPY PROJECT 4,12,
School of Allied Health,OT6061 , PRACTICE EDUCATION 1,6,
School of Allied Health,OT6062 , PERSON OCCUPATION ENVIRONMENT 1,12,
School of Allied Health,OT6063 , LIFESTYLE REDESIGN THROUGH OCCUPATION,9,
School of Allied Health,OT6071 , THE ANATOMY & PHYSIOLOGY OF HUMAN PERFORMANCE,9,
School of Allied Health,OT6072 , LIFESTYLE REDESIGN THROUGH OCCUPATION,6,
School of Allied Health,OT6073 , OCCUPATIONAL THERAPY PROJECT 3,9,
School of Allied Health,OT6081 , PRACTICE EDUCATION 1 (OT),6,
School of Allied Health,OT6082 , PRACTICE EDUCATION 4 (OT),18,
School of Allied Health,OT6083 , PRACTICE EDUCATION 2 (OT),18,
School of Allied Health,OT6091 , OCCUPATIONAL THERAPY APPROACHES TO PROBLEMS IN HUMAN PERFORMANCE,9,
School of Allied Health,OT6101 , OCCUPATION IN CONTEXT,3,
School of Allied Health,OT6111 , THE ANATOMY AND PHYSIOLOGY OF HUMAN PERFORMANCE,12,
School of Allied Health,OT6201 , PERSON OCCUPATION ENVIRONMENT 2,12,
School of Allied Health,OT6301 , PRACTICE EDUCATION 3 (OT),18,
School of Allied Health,PR4001 , INTRODUCTION TO PHYSIOTHERAPY PRACTICE 1,6,
School of Allied Health,PR4002 , ANATOMY 2,12,
School of Allied Health,PR4003 , FOUNDATIONS OF PHYSIOTHERAPY,9,
School of Allied Health,PR4004 , RESEARCH PROJECT 1,9,
School of Allied Health,PR4005 , PRACTICE EDUCATION 1 ,18,
School of Allied Health,PR4006 , RESEARCH PROJECT 3,6,
School of Allied Health,PR4007 , RESEARCH PROJECT 1,6,
School of Allied Health,PR4008 , RESEARCH PROJECT 2,9,
School of Allied Health,PR4009 , Research Project 2,6,
School of Allied Health,PR4010 , ANATOMY 1,12,
School of Allied Health,PR4011 , INTRODUCTION TO PHYSIOTHERAPY PRACTICE 2,6,
School of Allied Health,PR4012 , PARTICIPATION IN THE COMMUNITY 1,3,
School of Allied Health,PR4014 , NEUROMUSCULOSKELETAL CASES,15,
School of Allied Health,PR4015 , PARTICIPATION IN THE COMMUNITY,6,
School of Allied Health,PR4016 , CARDIO,6,
School of Allied Health,PR4018 , PARTICIPATION IN THE COMMUNITY 2,6,
School of Allied Health,PR4021 , RESEARCH PROJECT 2,3,
School of Allied Health,PR4022 , PHYSIOTHERAPY PRACTICE EDUCATION 4,18,
School of Allied Health,PR4023 , PHYSIOTHERAPY PRACTICE EDUCATION 2,18,
School of Allied Health,PR4024 , NEUROMUSCULOSKELETAL CASES,12,
School of Allied Health,PR4026 , EXERCISE AND PARTICIPATION IN THE COMMUNITY,9,
School of Allied Health,PR4031 , MULTISYSTEM CASES IN PHYSIOTHERAPY,9,
School of Allied Health,PR4032 , RESEARCH METHODS FOR EDUCATION AND HEALTH SCIENCES,6,
School of Allied Health,PR4034 , PREPARATION FOR PRACTICE EDUCATION,3,
School of Allied Health,PR4041 , NEUROLOGICAL PHYSIOTHERAPY,6,
School of Allied Health,PR4051 , PHYSIOTHERAPY IN RESPIRATORY CARE,6,
School of Allied Health,PR4061 , FOUNDATIONS OF PHYSIOTHERAPY,12,
School of Allied Health,PR4071 , PRACTICE EDUCATION 1 ,6,
School of Allied Health,PR4081 , EXERCISE AND PHYSICAL ACTIVITY,6,
School of Allied Health,PR4091 , PHYSIOTHERAPY PRACTICE EDUCATION 3,18,
School of Allied Health,PR4101 , CHRONIC INFLAMMATORY STATES,6,
School of Allied Health,PR4111 , PHYSIOTHERAPY PRACTICE EDUCATION 1,18,
School of Allied Health,PR4121 , INTRODUCTION TO PHYSIOTHERAPY PRACTICE 1,12,
School of Allied Health,PR4141 , PREPARATION FOR PRACTICE,6,
School of Allied Health,PR6002 , EXERCISE AND PARTICIPATION IN THE COMMUNITY,9,
School of Allied Health,PR6003 , FOUNDATIONS OF PHYSIOTHERAPY,12,
School of Allied Health,PR6004 , PARTICIPATION IN THE COMMUNITY 1,3,
School of Allied Health,PR6008 , CARDIO,6,
School of Allied Health,PR6010 , NEUROMUSCULOSKELETAL CASES,15,
School of Allied Health,PR6011 , PHYSIOTHERAPY IN RESPIRATORY CARE,6,
School of Allied Health,PR6013 , NORMAL MOVEMENT AND NEUROLOGICAL REHABILITATION,12,
School of Allied Health,PR6014 , PHYSIOTHERAPY PRACTICE EDUCATION 4,21,
School of Allied Health,PR6019 , CHRONIC INFLAMMATORY STATES,6,
School of Allied Health,PR6021 , MULTISYSTEM PHYSIOTHERAPY CASES,9,
School of Allied Health,PR6023 , EXERCISE AND PHYSICAL ACTIVITY,6,
School of Allied Health,PR6031 , PREPARATION FOR PRACTICE,6,
School of Allied Health,PR6033 , PHYSIOTHERAPY PRACTICE EDUCATION 1,6,
School of Allied Health,PR6041 , PERIPHERAL ANATOMY AND FOUNDATIONS OF PHYSIOTHERAPY PRACTICE,15,
School of Allied Health,PR6043 , PHYSIOTHERAPY PRACTICE EDUCATION 2,15,
School of Allied Health,PR6053 , PHYSIOTHERAPY PRACTICE EDUCATION 3,18,
School of Allied Health,PR6063 , PRACTICE EDUCATION 1,3,
School of Allied Health,PR6073 , PRACTICE EDUCATION 2,18,
School of Allied Health,PY4000 , CLINICAL PLACEMENT 2,6,
School of Allied Health,PY4001 , HUMAN ANATOMY 1 (UPPER EXTREMITY),6,
School of Allied Health,PY4003 , HUMAN ANATOMY 3,6,
School of Allied Health,PY4005 , PHYSIOTHERAPY STUDIES: THEORY AND CONTEXT 1,6,
School of Allied Health,PY4006 , PHYSIOTHERAPY STUDIES: THEORY AND CONTEXT 2,6,
School of Allied Health,PY4007 , PROJECT 1,6,
School of Allied Health,PY4008 , FINAL YEAR PROJECT,12,
School of Allied Health,PY4010 , CLINICAL PLACEMENT 4,12,
School of Allied Health,PY4012 , PHYSIOTHERAPY THEORY AND PRACTISE 1,12,
School of Allied Health,PY4013 , PHYSIOTHERAPY THEORY AND PRACTISE 2,6,
School of Allied Health,PY4014 , MUSCULOSKETAL PROBLEMS,6,
School of Allied Health,PY4015 , RESEARCH METHODS FOR PHYSIOTHERAPY 1,6,
School of Allied Health,PY4016 , PSYCHOSOCIAL ASPECTS OF PHYSIOTHERAPY INTERVENTION,6,
School of Allied Health,PY4017 , IMPAIRMENT AND DISABILITY 1,6,
School of Allied Health,PY4019 , IMPAIRMENT AND DISABILITY 2,6,
School of Allied Health,PY4021 , Psychology for Physiotherapists 1,6,
School of Allied Health,PY4024 , CLINICAL PLACEMENT 1,6,
School of Allied Health,PY4025 , CLINICAL PLACEMENT 3,6,
School of Allied Health,PY4027 , CLINICAL PLACEMENT 5,12,
School of Allied Health,PY4028 , CLINICAL PLACEMENT 6,12,
School of Allied Health,PY4033 , ESSENTIAL RESPIRATORY CARE,6,
School of Allied Health,PY4034 , PHYSIOTHERAPY IN CLINICAL NEUROLOGY,6,
School of Allied Health,PY4035 , Physiotherapy Reflective Practise 1,6,
School of Allied Health,PY4036 , RESEARCH METHODS FOR PHYSIOTHERAPY 2,6,
School of Allied Health,PY4037 , PHYSIOTHERAPY REFLECTIVE PRACTISE 2,6,
School of Allied Health,PY4044 , Psychology for Physiotherapists 2,6,
School of Allied Health,PY4047 , SHORT COURSES IN HEALTH 1,3,
School of Allied Health,PY4052 , PRE CLINICAL SKILLS,6,
School of Allied Health,PY4056 , CASE MANAGEMENT IN HEALTHCARE 2,6,
School of Allied Health,PY4057 , PRACTICE EDUCATION 3,12,
